code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_score
CCC,2014J,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,
CCC,2014J,M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,84.25
CCC,2014J,M,South West Region,Lower Than A Level,40-50%,0-35,0,180,N,Withdrawn,33.0
CCC,2014J,M,West Midlands Region,HE Qualification,0-10%,0-35,0,120,N,Fail,
CCC,2014J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,45.666666666666664
CCC,2014J,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,65.33333333333333
CCC,2014J,M,South West Region,HE Qualification,70-80%,0-35,0,30,N,Pass,85.55555555555556
CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,92.22222222222223
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,94.0
CCC,2014J,M,Wales,Lower Than A Level,70-80%,0-35,0,150,N,Pass,55.0
CCC,2014J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction,91.6
CCC,2014J,F,South Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn,
CCC,2014J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,67.22222222222223
CCC,2014J,M,North Region,Lower Than A Level,,35-55,0,120,N,Withdrawn,72.0
CCC,2014J,M,East Midlands Region,HE Qualification,90-100%,0-35,0,180,N,Pass,88.22222222222223
CCC,2014J,M,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,82.4
CCC,2014J,M,South East Region,HE Qualification,40-50%,0-35,0,120,N,Withdrawn,98.66666666666667
CCC,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction,91.11111111111111
CCC,2014J,M,London Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,88.33333333333333
CCC,2014J,F,London Region,Post Graduate Qualification,10-20,35-55,0,30,N,Distinction,94.33333333333333
CCC,2014J,M,London Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,99.5
CCC,2014J,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,150,N,Withdrawn,11.0
CCC,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,64.28571428571429
CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,90.5
CCC,2014J,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,
CCC,2014J,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Distinction,96.33333333333333
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,240,N,Withdrawn,
CCC,2014J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,86.0
CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,
CCC,2014J,M,Scotland,HE Qualification,10-20,0-35,0,90,N,Pass,89.88888888888889
CCC,2014J,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,78.0
CCC,2014J,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,75.22222222222223
CCC,2014J,M,West Midlands Region,HE Qualification,40-50%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,South West Region,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,69.22222222222223
CCC,2014J,M,South West Region,Lower Than A Level,70-80%,0-35,0,110,N,Distinction,98.33333333333333
CCC,2014J,M,North Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,72.16666666666667
CCC,2014J,M,South West Region,HE Qualification,60-70%,35-55,0,90,N,Withdrawn,
CCC,2014J,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,78.0
CCC,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,76.33333333333333
CCC,2014J,M,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Pass,52.125
CCC,2014J,M,South West Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,
CCC,2014J,M,London Region,HE Qualification,30-40%,35-55,0,30,N,Pass,82.33333333333333
CCC,2014J,F,Wales,A Level or Equivalent,40-50%,35-55,0,90,N,Distinction,92.55555555555556
CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn,24.5
CCC,2014J,M,East Anglian Region,HE Qualification,60-70%,0-35,0,60,N,Fail,92.5
CCC,2014J,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,98.4
CCC,2014J,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,53.333333333333336
CCC,2014J,M,London Region,HE Qualification,10-20,0-35,0,150,N,Withdrawn,
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,84.33333333333333
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,South East Region,HE Qualification,60-70%,0-35,0,90,N,Fail,75.0
CCC,2014J,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,Y,Pass,58.44444444444444
CCC,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,
CCC,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,
CCC,2014J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,
CCC,2014J,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn,
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,67.0
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,
CCC,2014J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,83.625
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,180,N,Fail,57.666666666666664
CCC,2014J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,62.142857142857146
CCC,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,
CCC,2014J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,97.77777777777777
CCC,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,150,N,Withdrawn,
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,64.0
CCC,2014J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn,67.0
CCC,2014J,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,81.4
CCC,2014J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,46.22222222222222
CCC,2014J,M,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,70.5
CCC,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,84.125
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,North Region,Post Graduate Qualification,,0-35,0,30,N,Withdrawn,44.0
CCC,2014J,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Fail,17.5
CCC,2014J,F,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Pass,81.33333333333333
CCC,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,57.22222222222222
CCC,2014J,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Withdrawn,96.0
CCC,2014J,F,London Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,81.375
CCC,2014J,M,South West Region,Lower Than A Level,40-50%,0-35,0,210,Y,Withdrawn,
CCC,2014J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,67.25
CCC,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,59.0
CCC,2014J,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,0,120,N,Pass,81.16666666666667
CCC,2014J,F,London Region,HE Qualification,50-60%,0-35,0,90,N,Withdrawn,67.0
CCC,2014J,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,72.11111111111111
CCC,2014J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,
CCC,2014J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,84.2
CCC,2014J,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,
CCC,2014J,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction,99.33333333333333
CCC,2014J,M,Wales,HE Qualification,40-50%,0-35,0,60,N,Pass,71.0
CCC,2014J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,
CCC,2014J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,
CCC,2014J,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,59.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,
CCC,2014J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,
CCC,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,
CCC,2014J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,84.4
CCC,2014J,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,North Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,78.22222222222223
CCC,2014J,F,Ireland,Post Graduate Qualification,,0-35,0,30,N,Pass,71.2
CCC,2014J,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,210,N,Withdrawn,
CCC,2014J,M,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,66.625
CCC,2014J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,270,N,Withdrawn,33.0
CCC,2014J,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,67.0
CCC,2014J,M,South East Region,Lower Than A Level,80-90%,0-35,0,240,N,Fail,58.25
CCC,2014J,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,43.333333333333336
CCC,2014J,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,180,N,Distinction,91.2
CCC,2014J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,92.44444444444444
CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,76.83333333333333
CCC,2014J,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,
CCC,2014J,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,76.55555555555556
CCC,2014J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,87.22222222222223
CCC,2014J,F,North Western Region,No Formal quals,0-10%,0-35,0,90,N,Pass,67.22222222222223
CCC,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,25.0
CCC,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,66.33333333333333
CCC,2014J,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,Y,Withdrawn,
CCC,2014J,M,South Region,Post Graduate Qualification,90-100%,35-55,0,75,N,Fail,50.625
CCC,2014J,M,South Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,66.25
CCC,2014J,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,100.0
CCC,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,83.14285714285714
CCC,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,Y,Withdrawn,
CCC,2014J,M,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,67.0
CCC,2014J,M,South Region,HE Qualification,40-50%,0-35,0,60,N,Pass,77.0
CCC,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Fail,51.0
CCC,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,56.0
CCC,2014J,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,54.8
CCC,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,North Region,HE Qualification,,35-55,0,120,N,Fail,79.33333333333333
CCC,2014J,F,London Region,A Level or Equivalent,30-40%,0-35,0,150,N,Fail,50.875
CCC,2014J,F,Scotland,HE Qualification,10-20,0-35,0,90,N,Pass,88.55555555555556
CCC,2014J,M,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,
CCC,2014J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,91.8
CCC,2014J,M,South Region,Lower Than A Level,60-70%,35-55,0,90,N,Withdrawn,
CCC,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,48.875
CCC,2014J,F,London Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,
CCC,2014J,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,58.75
CCC,2014J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,50.666666666666664
CCC,2014J,M,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,65.5
CCC,2014J,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,97.33333333333333
CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,London Region,A Level or Equivalent,90-100%,35-55,0,90,N,Fail,78.0
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,90.2
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,150,N,Withdrawn,
CCC,2014J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn,72.5
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,
CCC,2014J,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,0.0
CCC,2014J,M,North Western Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,North Western Region,HE Qualification,40-50%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,87.66666666666667
CCC,2014J,M,North Region,HE Qualification,,35-55,0,120,N,Distinction,97.11111111111111
CCC,2014J,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,83.22222222222223
CCC,2014J,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,
CCC,2014J,M,South East Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,
CCC,2014J,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,London Region,HE Qualification,50-60%,55<=,0,120,N,Distinction,99.33333333333333
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction,97.88888888888889
CCC,2014J,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,67.55555555555556
CCC,2014J,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,46.833333333333336
CCC,2014J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,85.55555555555556
CCC,2014J,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,East Anglian Region,HE Qualification,50-60%,0-35,0,30,N,Pass,73.11111111111111
CCC,2014J,M,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,
CCC,2014J,M,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Fail,56.0
CCC,2014J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,69.0
CCC,2014J,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,32.333333333333336
CCC,2014J,M,London Region,HE Qualification,40-50%,0-35,0,120,N,Distinction,99.33333333333333
CCC,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Withdrawn,
CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,
CCC,2014J,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,0.0
CCC,2014J,F,North Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn,
CCC,2014J,F,Yorkshire Region,HE Qualification,0-10%,35-55,0,120,N,Pass,78.33333333333333
CCC,2014J,F,Scotland,HE Qualification,0-10%,35-55,0,90,N,Distinction,97.0
CCC,2014J,F,West Midlands Region,HE Qualification,20-30%,35-55,0,90,N,Withdrawn,36.0
CCC,2014J,M,North Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,81.22222222222223
CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,
CCC,2014J,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,69.71428571428571
CCC,2014J,M,South East Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,6.0
CCC,2014J,M,Wales,HE Qualification,70-80%,0-35,0,60,N,Fail,88.0
CCC,2014J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,
CCC,2014J,F,East Anglian Region,No Formal quals,70-80%,0-35,0,60,N,Pass,84.0
CCC,2014J,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,58.0
CCC,2014J,M,South West Region,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn,
CCC,2014J,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,Ireland,Post Graduate Qualification,,0-35,0,120,N,Pass,62.666666666666664
CCC,2014J,M,Wales,A Level or Equivalent,30-40%,0-35,0,150,N,Distinction,93.0
CCC,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,30,N,Pass,89.66666666666667
CCC,2014J,M,North Region,A Level or Equivalent,,35-55,0,60,Y,Pass,80.66666666666667
CCC,2014J,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,
CCC,2014J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,58.6
CCC,2014J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,63.0
CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,
CCC,2014J,M,London Region,A Level or Equivalent,60-70%,0-35,0,30,N,Withdrawn,
CCC,2014J,F,Ireland,A Level or Equivalent,10-20,35-55,0,90,N,Withdrawn,81.4
CCC,2014J,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Distinction,89.55555555555556
CCC,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,150,N,Withdrawn,
CCC,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,64.22222222222223
CCC,2014J,F,Scotland,Post Graduate Qualification,50-60%,0-35,0,90,N,Distinction,90.33333333333333
CCC,2014J,M,South Region,Lower Than A Level,60-70%,0-35,0,30,N,Distinction,96.75
CCC,2014J,F,South Region,A Level or Equivalent,20-30%,0-35,0,150,Y,Withdrawn,
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,24.0
CCC,2014J,M,Ireland,Post Graduate Qualification,,0-35,0,60,N,Distinction,80.6
CCC,2014J,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,South East Region,HE Qualification,60-70%,0-35,0,30,N,Distinction,91.11111111111111
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,50.875
CCC,2014J,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,91.66666666666667
CCC,2014J,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,Y,Withdrawn,
CCC,2014J,M,London Region,HE Qualification,70-80%,35-55,0,150,N,Pass,85.11111111111111
CCC,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,76.55555555555556
CCC,2014J,F,North Region,Lower Than A Level,,0-35,0,120,N,Pass,85.22222222222223
CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,33.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn,67.0
CCC,2014J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,86.0
CCC,2014J,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,
CCC,2014J,F,Scotland,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,96.11111111111111
CCC,2014J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,62.0
CCC,2014J,M,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,69.0
CCC,2014J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn,
CCC,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,79.14285714285714
CCC,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,87.5
CCC,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,
CCC,2014J,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,63.857142857142854
CCC,2014J,F,Ireland,Post Graduate Qualification,,0-35,0,90,N,Pass,84.33333333333333
CCC,2014J,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Distinction,97.2
CCC,2014J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,81.88888888888889
CCC,2014J,M,North Region,No Formal quals,,0-35,0,60,N,Pass,80.875
CCC,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,
CCC,2014J,F,North Region,A Level or Equivalent,,0-35,0,90,N,Withdrawn,82.33333333333333
CCC,2014J,M,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,100.0
CCC,2014J,M,Ireland,HE Qualification,20-30%,0-35,0,30,N,Pass,56.22222222222222
